id,日语
4921,このタイプのギフトパックをこれ以上受け取ることはできません
4922,このタイプのギフトパックをこれ以上受け取ることはできません。明日またお試しください
4923,このタイプのギフトパックをこれ以上受け取ることはできません
4924,ギフトコードが間違っています。コピー&ペーストをおすすめします
4925,ギフトコードは使用済みです。他のコードに変更してください
4926,プラットフォームが異なるため、使用できません
4927,受け取ったギフトパック数が上限に達しました。
4928,ミニ隊長が助けてくれたため、今回の続けて探険は#c0aaa1a無料#nですよ！
4929,でもミニ隊長がささやかなギフトをくれました。楽しんでください！
4930,ギフトを受け取る
4931,消費を更新する
4932,無料更新
4933,無料獲得
4934,ネットワーク環境の確認
4935,現在モバイルデータ通信を使用しています。広告視聴はパケット通信量を消費します。視聴を続けますか？
4936,すぐに完了
4937,1回
4938,1.基本操作
4939,キャラクターを移動する\n#cFFFFFF前#n
4940,#cFFFFFFマウスを動かす#n
4941,左
4942,右
4943,後ろ
4944,（マウス左クリック）ブロック破壊
4945,（マウス右クリック）ブロック設置
4946,視点を左に向ける\n回転
4947,視点を右に向ける\n回転
4948,2.アドバンス操作
4949,「B」をタップしてバックパックを表示する
4950,数字ボタンの1-8はショートカットの1-8に対応している
4951,（マウス左クリック）でアイテム選択
4952,（マウス右クリック）でアイテム使用
4953,3.その他の操作
4954,左右の矢印でページ送り
4955,クリックでヘルプ/ヘルプを閉じる
4956,Escキーでスキップ
4957,スペースキーでストーリー続行
4958,キー操作（デフォルト）
4959,"#c1affda[~]#cbdefe7クロスヘアとマウスの切替え
#c1affda[マウス左]#cbdefe7攻撃、長押しでブロック破壊
#c1affda[マウス右]#cbdefe7ブロック設置、ブロック/NPCと接触する
#c1affda[マウスホイール]#cbdefe7ツールバーからブロック選択
#c1affda[マウス移動]#cbdefe7カメラ移動
#c1affda[W A S D]#cbdefe7キャラの前後左右への移動
#cfae52f[L-Shift]#cefe2bdステルス、マウントから降りる、飛行、降下
#cfae52f[Space]#cefe2bdジャンプ、上昇（飛行、水泳）
#cfae52f[ダブルタップ Space]#cefe2bd飛行（創造モード）"
4960,お好きなキャラクターを選んでください
4961,続けるをタップ
4962,スペース 続ける
4963,スキップ
4964,新しいミッションがあります
4965,シェアしました
4966,"#cfae52f[1~8]#cefe2bdアイテムショートカットバー1 - 8
 #cfae52f[L-Ctrl]#cefe2bdダッシュ
 #cfae52f[B]#cefe2bdバックパックを開く/閉じる
 #cfae52f[G]#cefe2bdアイテム破棄
 #cf1cfff[ESC]#n設定画面を開く/閉じる
 #cf1cfff[Tab]#n プレイヤーリスト
 #cf1cfff[J]#nプレイモードルール
 #cf1cfff[V]#nオート整理（バックパック）
 #cf1cfff[F1]#nヘルプ"
4967,"#cf1cfff[F2]#n録画を開始/終了
 #cf1cfff[F5]#n視点切り替え
 #cf1cfff[F9]#n画面非表示
 #cf1cfff[F10]#nキャプチャ
 #cf1cfff[F11]#nフルスクリーン
 #cf1cfff[C]#n状態の確認
 #cf1cfff[Enter]#nチャット
 #cf1cfff[R]#nマガジン交換
 #cf1cfff[H]#nマウント召喚"
4968,"#cf1cfff[M]#nミニマップ
 #cf1cfff[L]#n達成
 #cf1cfff[I]#n倉庫
 #cf1cfff[O]#nスキン
 #cf1cfff[P]#nショップ
 #cf1cfff[[]#n音声チャット
 #cf1cfff[F]#nフレンド
 #cf1cfff[X]#nアクション
 #cf1cfff[Y]#n資源工房
 #cf1cfff[Z]#n変形"
4969,プレイモードでのマップは、退出後のリセット状態同様、すべての権限が無効になります
4970,他のマップ
4971,まもなくミニ工房に到着します#r#c0aaa1a（ミニ工房には面白いマップがたくさんあります）#n
4972,広告の再生に失敗したため、報酬を獲得できませんでした
4973,広告準備中
4974,果実の熟成時間が短縮されました@1
4975,分
4976,秒
4977,広告の準備がまだできていません
4978,イタズラ防止にはセーブデータの#c0aaa1aバックアップ#nがおすすめ。「OK」でバックアップ&マルチルーム作成、「取消」で直接マルチルームを作成します。
4979,加速
4980,広告の準備がまだです！
4981,ルームの権限を申請する
4982,ホストが申請を受け取りました。しばらくしてから再度お試しください
4983,あなたの権限申請が通りました
4984,ホストがあなたの申請を拒否しました
4985,ホストは通話中のようです。しばらくお待ちください…
4986,@Null@
4987,@Null@
4988,@Null@
4989,@Null@
4990,@Null@
4991,@Null@
4992,@Null@
4993,@Null@
4994,拒否
4995,許可
4996,権限申請
4997,#Rゲスト
4998,自由
4999,権限：
5000,プラットフォームが違うと、切り替えられません。#c0aaa1a@1#nでミニワールドをダウンロードして、ログインしてください
5001,@Null@
5002,@Null@
5003,@Null@
5004,@Null@
5005,@Null@
5006,@Null@
5007,@Null@
5008,@Null@
5009,@Null@
5010,@Null@
5011,@Null@
5012,@Null@
5013,@Null@
5014,@Null@
5015,@Null@
5016,@Null@
5017,@Null@
5018,@Null@
5019,@Null@
5020,@Null@
5021,@Null@
5022,@Null@
5023,@Null@
5024,@Null@
5025,@Null@
5026,@Null@
5027,@Null@
5028,@Null@
5029,@Null@
5030,@Null@
5031,@Null@
5032,@Null@
5033,@Null@
5034,@Null@
5035,@Null@
5036,@Null@
5037,@Null@
5038,@Null@
5039,@Null@
5040,@Null@
5041,@Null@
5042,@Null@
5043,Google
5044,@Null@
5045,@Null@
5046,@Null@
5047,@Null@
5048,@Null@
5049,@Null@
5050,@Null@
5051,@Null@
5052,@Null@
5053,@Null@
5054,@Null@
5055,@Null@
5056,@Null@
5057,@Null@
5058,@Null@
5059,@Null@
5060,@Null@
5061,@Null@
5062,@Null@
5063,@Null@
5064,@Null@
5065,@Null@
5066,@Null@
5067,@Null@
5068,@Null@
5069,@Null@
5070,@Null@
5071,@Null@
5072,@Null@
5073,@Null@
5074,@Null@
5075,@Null@
5076,@Null@
5077,@Null@
5078,@Null@
5079,@Null@
5080,@Null@
5081,@Null@
5082,@Null@
5083,@Null@
5084,@Null@
5085,@Null@
5086,@Null@
5087,@Null@
5088,@Null@
5089,@Null@
5090,@Null@
5091,@Null@
5092,@Null@
5093,@Null@
5094,@Null@
5095,@Null@
5096,@Null@
5097,@Null@
5098,@Null@
5099,@Null@
5100,@Null@
5101,@Null@
5102,@Null@
5103,@Null@
5104,@Null@
5105,@Null@
5106,@Null@
5107,@Null@
5108,@Null@
5109,@Null@
5110,@Null@
5111,@Null@
5112,@Null@
5113,@Null@
5114,@Null@
5115,@Null@
5116,@Null@
5117,@Null@
5118,@Null@
5119,@Null@
5120,@Null@
5121,@Null@
5122,@Null@
5123,@Null@
5124,@Null@
5125,@Null@
5126,@Null@
5127,@Null@
5128,@Null@
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,資料を調べる
5202,戻る
5203,(メールアドレスを入力してください)
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,前のページに戻る（左矢印←）
5225,（右矢印→）次のページへ
5226,2人の距離：@1m以内
5227,2人の距離：@1m圏外
5228,相手のフレンドは満員です
5229,相手の申請枠がいっぱいです
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,自慢しよう
5237,アンロックアイテムはマイガーデンの果実で獲得できます。（適度に遊んで課金はほどほどに）
5238,影の表現
5239,水面反射
5240,再度セーブデータに入ると有効になります
5241,向かう
5295,アンロック完了。ミニビーン報酬を@1個獲得しました
5296,アイコンをアンロックしました
5297,アイコンを切り替えしました
5298,このアイコンは現在使用中です
5299,このアイコンはまだ持っていません
5300,デフォルトのアイコン
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,"一定数以上果実開きをすると、二人乗りマウントを受け取れるよ！
 小さな果実=1回、大きな果実＝5回、金の果実＝10回。"
6001,チャージ購入制限
6002,初期の金の果実報酬はありません
6003,レベルが足りないため、マイガーデン宝箱はありません。
6004,マイガーデン宝箱をすでに受け取っています。
6005,マイガーデンでの果実開きの回数が足りません。
6006,マイガーデンに行商人がいません。
6007,マイガーデンに行商人の商品がありません。
6008,行商人アイテムの最大購入数に達しました。
6009,現在の進行状況
6010,#R報酬が倍になりました
6011,木（四角形）
6012,木（円形）
6013,イントラネット認証完了
6014,アカウントはオンライン状態です
6015,紐づけしたIPが間違っています
6016,端末識別番号が間違っています
6017,ログインエラーです
6018,アカウントにスペースを入れないでください
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,セーブデータ
6026,このプレイヤーは何もシェアしていません
6027,通
6028,色の選択
6029,以前使用した色
6030,マップ
6031,ライク
6032,公式
6033,プレイヤー
6034,現在の色
6035,赤色
6036,桃色
6037,赤紫色
6038,紫色
6039,藍色
6040,青色
6041,空色
6042,水色
6043,青緑色
6044,緑色
6045,草色
6046,黄緑色
6047,黄色
6048,黄金色
6049,橙色
6050,朱色
6051,茶色
6052,灰色
6053,黒色
6054,白色
6055,カラー
6056,色番号
6057,マップのシェア
6058,マップ紹介
6059,現在作者の自己紹介はありません
6060,現在コメントなし
6061,素敵なコメント
6062,最新コメント
6063,イベント
6064,レベルの特長
6065,（海外マップの管理員）
6066,私の作品
6067,私の購読
6068,私の購入品
6069,作家の家
6070,ここではあなたの作品情報を見ることができます
6071,ここではあなたが購読した作者の情報を見ることができます
6072,ここでは、ミニコインを消費してアンロックしたマップを確認できます
6073,公式認定開発者を申請すると、手厚い収益を獲得できます
6074,スキン
6075,タップしてタイトルを入力
6076,タップして内容を入力
6077,作者
6078,タイトルは40文字までです
6079,内容は800文字までです
6080,PC版ではマウスのホイールをクリックして色を吸引します
6081,スマートフォン版では染色ブロックを狙ってタップすると色を吸引します
6082,ここは作者の自己紹介です。タップで編集
6083,パスワード再設定
6084,メールアドレス認証
6085,連携したメールアドレスの認証を通じてミニIDの照会/パスワードの再設定をしています
6086,メールアドレス
6087,メールアドレスエラー
6088,このメールアドレスとミニIDは紐づけしていません
6089,認証コードエラー
6090,PC大部屋
6091,このマップを有効化するには、最低@num人必要です。設定人数が少なすぎます
6092,PCの性能に基づき、@num人部屋に設定することをおすすめします
6093,ネットワークの性能をテストしています…
6094,性能テスト
6095,視点属性
6096,三人称視点（第三人称後方からの視点）
6097,横視点（横方向）
6098,俯瞰視点
6099,クロスヘア参考
6100,スクリーン中央クロスヘア
6101,キャラが向いている方向
6102,移動制限
6103,左右のみ
6104,上下のみ
6105,上下左右のみ
6106,全方向
6107,モード
6108,キャラ追従
6109,フリーモード
6110,視点の回転
6111,視点とキャラ両方動く
6112,視点とキャラ両方動かない
6113,視点は動かず、キャラが動く
6114,視点が動き、キャラは動かない
6115,回転制限
6116,移動追従
6117,キャラは移動と共に回転しない
6118,キャラは移動と共に回転する
6119,視点テスト
6120,デフォルトに戻す
6121,視野
6122,生存マップのランダム準備ポイントをオンにする
6123,生存マップのランダム準備ポイントをオフにする
6124,ランダム準備ポイント（#c0aaa1aオン#n）
6125,ランダム準備ポイント（#cef2d2dオフ#n）
6126,（生存マップの準備ポイントをランダムにする）
6127,（生存マップの準備ポイントをランダムにしない）
6128,ワールド設定
6129,オープニング設定
6130,ゲーム目標
6131,チーム設定
6132,表示設定
6133,マップ時間
6134,現在の時間
6135,固定時間
6136,置ける
6137,使える
6138,壊せる
6139,天気
6140,オプション
6141,晴れ時々雨
6142,晴れ
6143,雨
6144,モンスター作成
6145,モンスターを作成しますか
6146,動物を作成しますか
6147,重力設定
6148,重力倍数
6149,ルームの人数制限
6150,現在の人数
6151,メンバー
6152,ゲーム開始
6153,権限をオン
6154,ホストが始まる
6155,人数が足りると始まる
6156,制限なく自動的に始まる
6157,ゲーム時間
6158,時間を制限しますか
6159,ゲーム時間
6160,タイムオーバー時に勝利の判定をする
6161,スコアが高いチームが優勝
6162,タイムオーバーで全員勝利
6163,タイムオーバーで全員失敗
6164,得点設定
6165,プレイヤーを倒す得点
6166,モンスターを倒す得点
6167,スターを手に入れる得点
6168,色を染める得点
6169,得点達成すれば勝ち
6170,得点
6171,プレイモードを退出後にリセット
6172,リセットしますか
6173,チームの数
6174,現在の数
6175,攻撃モード
6176,他のチームを攻撃できる
6177,プレイヤーを攻撃できない
6178,自由に攻撃できる
6179,視点設定
6180,一人称視点
6181,三人称視点
6182,二人称視点
6183,俯瞰視点を固定
6184,カスタマイズ視点を固定
6185,視点の固定
6186,マップ表示
6187,他のチームメンバーが見える
6188,他のチームメンバーは見えない
6189,名前表示
6190,誰でも見える
6191,味方チームのみ見える
6192,敵チームのみ見える
6193,誰も見えない
6194,クロスヘア
6195,表示しますか
6196,得点と時間
6197,戦闘ヒントをオンにする
6198,BGM
6199,敗戦ペナルティ
6200,全てのアイテムが落ちる
6201,全てのアイテムが消える
6202,落ちない
6203,命の数の制限
6204,命の数
6205,復活する必要な時間(秒)
6206,保護時間(秒)
6207,復活場所
6208,ランダムのチーム集合場所
6209,"最も近いチーム集合場所
敗戦ペナルティ――敗北の罰"
6210,再チャレンジ設定
6211,必要人数を有効にする
6212,その他の設定
6213,視点を理想の位置に移動させた後、~キーでマウスに切り替ります
6214,テスト終了後は戻って保存できます。~キーでマウスに切り替わります
6215,現在フレンドはいません。フレンドを追加してからシェアしてください
6216,自己紹介文を編集してください
6217,認証コードが失効しました
6218,カメラのインデント
6219,ブロック当たるとインデントする
6220,インデントしない
6221,天井を登る
6222,日差しから日陰に行く
6223,日差しのない道を探す
6224,水泳できる
6225,水のない道を探す
6226,飛行
6227,閉じたドアを通過できる
6228,目標の頭上にジャンプする
6229,ジャンプ攻撃
6230,確率で攻撃を回避する
6231,火炎ダメージを無効化する
6232,極秘で道を探す
6233,日差しの照射ダメージ
6234,生物を抱き上げる
6235,ブロックが好き
6236,闇夜の追跡
6237,何も言わずに見てるだけ
6238,一緒に踊ろう
6239,あっち行け！
6240,ブロックとの交流
6241,負傷して逃亡
6242,寝るのが好き
6243,懲らしめてやる！
6244,食べ物についていく
6245,君だけを見つめてる！
6246,受け身攻撃
6247,生物特性属性
6248,生物選択
6249,抱き上げる確率
6250,ブロック選択
6251,近寄る確率
6252,近寄る速度
6253,追跡確率
6254,視線を遮られる
6255,追従速度
6256,食べ物選択
6257,引き寄せられる範囲
6258,踊る範囲
6259,仲間の数
6260,踊る間隔
6261,踊る時間
6262,生物選択
6263,蹴る確率
6264,蹴る力
6265,ブロック選択
6266,交流確率
6267,近寄る速度
6268,捜索範囲
6269,破壊または使用
6270,HPを触発する
6271,眠る確率
6272,眠る時間
6273,生物選択
6274,攻撃確率
6275,追従速度
6276,食べ物選択
6277,移動させられ怖がらせてしまう
6278,捜索範囲
6279,倍
6280,はい
6281,いいえ
6282,個
6283,秒
6284,破壊
6285,使用
6286,#c0aaa1a%s#nの確率で付近の#c0aaa1a%s#nを抱き上げる
6287,#c0aaa1a%s#nが大好きで、#c0aaa1a%s#nの確率で近寄る
6288,夜にプレイヤーと遭遇すると、一定距離を追従する
6289,手に#c0aaa1a%s#nを持っているプレイヤーを見つめる
6290,#c0aaa1a%s#n範囲内にいる同類の数が#c0aaa1a%s#n体を超えると、踊り始める
6291,#c0aaa1a%s#nの確率で付近の#c0aaa1a%s#nを蹴り飛ばす！
6292,#c0aaa1a%s#nの確率で#c0aaa1a%s#n#c0aaa1a%s#n範囲内の#c0aaa1a%s#n
6293,HPが#c0aaa1a%s#n以下になると、逃亡する
6294,#c0aaa1a%s#nの確率でしばらく眠る
6295,#c0aaa1a%s#nの確率で#c0aaa1a%s#n攻撃してくる
6296,手に#c0aaa1a%s#nを持っているプレイヤーについていく
6297,#c0aaa1a%s#n範囲内にいるプレイヤーを見つめる
6298,逃亡速度
6299,AI特性20個まで
6300,生物特性倉庫
6301,特性倉庫
6302,特性パラメータ詳細設定
6303,開発者モード
6304,地形コード
6305,地形：
6306,ルーム分類
6307,地形コードを追加せず、システムにランダムで生成させる
6308,ノーマルモード
6309,冒険
6310,創造
6311,クラシックモード
6312,極限モード
6313,ランダム
6314,特大
6315,平坦
6316,ブロックを選択してください
6317,生物を選択してください
6318,食べ物を選択してください
6319,セーブデータ名
6320,サイズ設定
6321,地形選択
6322,地貌選択
6323,プラグイン選択
6324,追加特性
6325,植物ブロック
6326,スキルブロック
6327,実体ブロック
6328,追加プラグイン
6329,プラグイン選択
6330,死亡の罰
6331,体力数の制限
6332,"iOSプレイヤーをミニワールドの世界に招待すると、各種報酬が盛りだくさん！
 1.イベント期間に招待したiOSのお友達がミニワールドをダウンロードし、自分のミニIDを入力すると、2人とも報酬（ムササビのカケラと大量のミニビーン）がもらえます！
 2.iOSで新規登録したプレイヤーが#cfa7a0f24時間以内にメールアドレスと連携#nすると招待成功となります。
 3.iOSで新規登録したプレイヤーが、招待者のミニIDを入力すると報酬がもらえます。新人プレイヤー1人につき1つの招待ミニIDしか入力できません"
6333,極限モードではライフが1回のみに対し、待ち受けるのは数々の危険（空腹、モンスター、溺水、マグマ、落下負傷）。賢い君ならきっと難関を突破できるでしょう。ぜひ挑戦してくださいね！
6334,購読
6335,購読済み
6336,地形コード
6337,クラシック
6338,サーバールーム
6339,マップをダウンロードしてルームを作成できます
6340,設置できるトランスポーターは6両までです
6350,あなたはiOSプレイヤーではありません
6351,入力したミニIDが間違っています
6352,自分のミニIDではなく、フレンドのミニIDを入力してください
6353,入力したミニIDは@1です。提出を続ける
6354,申請を送信しました。後ほど報酬を受け取れます
6355,あなたはもう初心者プレイヤーではありませんよ
6356,携帯番号またはメールアドレスの紐づけがまだです
6357,この報酬は獲得済みですよ
6358,フレンドのミニIDが間違っています
6359,サーバーが宇宙人に奪われました。しばらくしてから再度お試しください
6360,あなたはiOSプレイヤーではありません
6361,そのミニIDはすでに他のプレイヤーに使用されました
6362,そのミニIDの帰還時間はすでに24時間以上経っています
6363,呼び戻しの条件を満たしていません
6364,コメントに色や点滅効果を付けないでください。削除後に再提出できます
6365,重い一撃
6366,2連撃
6367,3連撃
6368,快進撃
6369,誰にも止められない
6370,試合を掌握した
6371,神への道を歩き出す
6372,暴走中
6373,神の如き進撃
6374,神を超越した
6375,投擲物を阻止するが、キャラクターを阻止しない
6376,説明
6377,機能
6378,雷
6500,素手でモンスター退治
6501,素手でモンスター退治説明
6502,素手で掘削
6503,素手で掘削説明
6504,ドリルで掘削
6505,ドリルで掘削説明
6506,点火
6507,点火説明
6508,畑
6509,畑説明
6510,チャージ攻撃
6511,チャージ攻撃説明
6512,イヌ召喚
6513,イヌ召喚説明
6514,着火
6515,着火説明
6516,弓射
6517,弓射説明
6518,+HP説明
6519,+HP説明
6520,瞬間移動
6521,瞬間移動説明
6522,パン作り
6523,パン作り説明
6524,生物殲滅
6525,生物殲滅説明
6526,耐久度が足りません！
6527,空腹度が足りません！
6528,足りません！
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,生物
6552,ブロック
6553,その他
6554,FaceBook
6555,Facebook
6556,FaceBookアカウントと連携する際の注意事項：#r1.ミニIDとパスワードを忘れた場合、Facebookアカウントから直接ログインできます。#r2.Facebookアカウント1つにつき、1つのミニIDと連携できます。連携を変更したい場合、元の.Facebookアカウントと連携を解除しなければなりません。
6557,Facebookアカウントに切り替える
6558,注意事項：#r1.現在ご利用のミニIDを保留したい場合は、パスワードを設定し、かつメールアドレスまたは第三者アカウントと紐づけしてください。#r2.これからログインするFacebookアカウントとミニIDが紐づけされていない場合、ログイン時に新しいミニIDを取得し、自動で紐づけされます。
6559,Facebookでログイン
6560,ミニID/メールアドレス
6561,ミニID/メールアドレスが間違っています
6562,Facebookでログインしました
6563,Facebookでのログインを取り消す
6564,Facebookでのログインに失敗しました
6565,このFacebookアカウントはすでに紐づけされています
6566,ログイン
6567,@Null@
6568,初期化失敗。スマートフォンのネットワーク及びGoogle Playの支払い設定を確認してください
6569,チャージ失敗。Google Playの支払い設定を確認してください
6570,ネット診断
6571,ペット
6572,上級モード
6573,ミニワールドでの楽しい冒険を体験してみましょう
6574,極限チャレンジのチャンスは1回のみ！
6575,自由に自分だけの冒険ワールドをカスタマイズしましょう
6576,ランダムでワールドを生成すると、毎回新しい体験ができます
6577,果てしなく広大な地形も変幻自在です
6578,プラグイン選択
6579,追加プラグイン
6580,上級物理
6581,上級物理説明タイトル
6582,上級物理説明内容
6583,物理設定
6584,各マップにはブロック/生物/アイデムなどカスタマイズしたプラグインを最大300までアップロードできます
6585,センサーブロック
6586,フィジカルタッチブロック
6587,マップの安定性
6588,物理特性のものが多すぎると、カクつきの原因になります（非表示設定にできます）
6599,他のアイテムがこの素材のため削除できません
6600,装備庫
6975,製本台
6976,本を分解する
6977,本の分解
6978,本を選択し、下の枠に入れてください
6979,タップして本を分解する
6980,製本
6981,本の情報
6982,@Null@
6983,@Null@
6984,@1の日誌
6985,@Null@
6986,本の名前
6987,編集者
6988,あらすじ
6989,外観
6990,本合成
6991,製作
6992,手紙を選択し、左から右の順番で入れてください
6993,分解画面の手紙を削除してください
6994,本を選択し、右の枠に入れてください
6995,バックパックとショートカットバーのスペースが足りません
6996,前回合成した本をバックパックの中に戻してください
6997,本の情報欄に名前と編集者情報を入れてください
6998,本の情報欄に編集者情報を入れてください
6999,本の情報欄に名前を入れてください
7000,合成画面に2枚以上の手紙を入れてください
7001,@Null@
7002,@Null@
7300,ゲームに戻る
7301,倉庫がいっぱいです。整理してから報酬を受け取ってください。
7302,キャンセル
7303,整理に進む
7304,倉庫がいっぱいです。一部の報酬はメールで配布します。
7305,すべて
7306,機能
7307,カケラ
7308,取り出し可
7309,倉庫の容量：
7310,あなたのマウント数が上限に達しています。バージョンの更新をお待ちください。
7311,あなたのキャラクター数が上限に達しています。バージョンの更新をお待ちください。
7312,あなたのスキン数が上限に達しています。バージョンの更新をお待ちください。
7313,あなたの図鑑数が上限に達しています。バージョンの更新をお待ちください。
7314,回収成功
7315,アカウントに追加しました
7316,回収した総収益：
7317,以下のアイテムを回収しました（回収するのはアンロック済みアイテムのみ）
7318,倉庫がいっぱいです
7319,倉庫がいっぱいです。一部の報酬はメールで配布します。倉庫を整理してから受け取ってください。
7320,倉庫がいっぱいです。整理してください。
7321,ネットワークに接続できません。
7322,マップを検索できませんでした。ネットワークを確認して再度お試しください。
7323,工房のオンラインステータスを獲得できません
7324,イベントログイン認証コード
7325,認証コードは：@1です。有効期限は5分です。
7500,録画設定
7501,ホストではないため録画を有効にできません
7502,録画セーブデータがいっぱいです。整理してから撮影してください
7503,録画を保存しました！
7504,録画セーブデータがいっぱいのため撮影できません
7505,データの容量が不足してるため撮影できません
7506,ストレージの容量が50MB未満です
7507,録画できる時間は残り1分弱です
7508,セーブデータがいっぱいのため、録画を終了し保存しました
7509,動画プレビュー中
7510,再生速度
7511,変更したカメラ設定を保存していません。このまま閉じると変更は適用されません。本当に閉じますか？
7512,変更した字幕設定を保存していません。このまま閉じると変更は適用されません。本当に閉じますか？
7513,変更した音楽設定を保存していません。このまま閉じると変更は適用されません。本当に閉じますか？
7514,私の録画
7515,録画のダウンロード
7516,すべてのセーブデータ
7517,録画編集
7518,録画再生
7520,再生開始
7521,一時停止
7522,録画開始
7523,録画を停止し、ファイルを保存しますか？#r（私の録画ファイルに保存する）
7524,カメラ情報を保存しました
7525,レンズ編集
7526,レンズ関連
7527,まだカメラを設定していません。設定が終わってからレンズを編集してください
7528,向き
7529,開始時間
7530,まだ字幕を設定していません。設定が終わってからレンズを編集してください
7531,まだ音楽を設定していません。設定が終わってからレンズを編集してください
7532,@Null@
7533,レンズの削除ではレンズに関するすべての情報を削除します。削除しますか？
7534,録画撮影を有効にしました
7535,撮影を終了しセーブデータに保存しました
7536,録画の編集をやめますか？
7537,現在のセーブデータ録画機能が無効になりました
7538,現在のセーブデータ録画機能が有効になりました
7539,@Null@
7540,字幕編集
7541,文字
7542,サイズ
7543,度
7544,上揃え
7545,上下中央揃え
7546,下揃え
7547,大
7548,中
7549,小
7550,至
7551,この字幕を削除しますか？
7552,音楽編集
7553,音楽
7554,ループ
7555,テスト再生をやめますか？
7556,音楽選択
7557,以下の音楽を選択してください
7558,この音楽を削除しますか？
7559,動画プレビュー中
7560,録画の再生が終わりました。もう一度再生しますか？
7561,不適切なワードです。再度入力してください。
7562,マップを確認する
7563,録画の作者
7564,マップの作者
7565,第三者のマップ映像の使用を許可する
7566,マップの作者が録画を許可していません
7570,録画
7571,ダウンロードした録画が上限に達しました。必要のないマップを削除してください
7572,再生
7573,プレビュー
7574,カメラの追加
7575,特殊効果の編集
7576,特殊効果
7577,フィルム映画
7578,泡
7579,雲と霧
7580,星空
7581,振動
7582,花びら
7583,変更した特殊効果設定を保存していません。このまま閉じると変更は適用されません。本当に閉じますか？
7584,#cda5b0a@1#n録画を動画に変換し、ローカル#cda5b0a@4#nファイル#rに保存しますか？#cda5b0a@2#n容量#rが必要になり、変換に必要な時間は#cda5b0a@3#nです
7585,（注意：変換時間は録画時間によって変わります。少々お待ちください。）
7586,録画の出力を取り消ますか？確定をクリックすると出力を中止します。
7587,動画変換中です。所要時間は@1です
7588,動画を出力し、videoファイルに保存しました。出力画面を閉じてください
7589,この動画はすでに存在しています
7590,録画の出力
7591,まだカメラを設定していません。設定が終わってからレンズを編集してください
7999,@Null@
8000,汚染エリア
8001,最初の安全エリア半径
8002,初回安全タイム
8003,ゲームに途中参加する
8004,汚染エリアの設定
8005,エリアブロック
8006,アクティベートされていません
8007,"1.大きさが固定されたマップと体力数の規則に従って使用します。再エントリーで適用されます。
 2.赤い円の外が汚染エリア、白い円の中が安全エリアです。汚染エリアにいるとダメージを受けます。
 3.各安全タイムが終了すると、汚染エリアの赤い円は白い円に向かって縮小し、範囲内にまた別の安全エリアが生成されます。安全タイムは短くなり、汚染エリアのダメージは高くなります。
 環境の汚染問題は深刻です。環境保護は、私たち全員の責任です。"
8008,所持済み
8009,マウント購入
8010,マウントのレベルアップ
8011,汚染エリアが収縮します
8012,汚染エリアの収縮が終わりました
8013,生存
8014,使用中
8015,汚染エリア収縮中です
8016,スキン庫
8017,特売
8018,総合
8019,安全エリアが生成されます
8020,安全エリアが最小になりました
8021,新たな安全エリアが生成されました
