id,中文繁體
4077,請點擊添加按鈕添加一個挿件！
4078,我知道了
4079,添加成功
4080,郵件
4081,選擇一封郵件
4082,來自迷你官方
4083,領取
4084,跳轉
4085,網絡連接不穩定，請稍後再試
4086,有效期：
4087,天
4088,小時
4089,領取失敗，請稍後重試
4090,領取郵件物品
4091,已領取
4092,暫無新郵件
4093,新建
4094,添加
4095,選擇的挿件會在開始遊戲後加載生效。
4096,已選擇挿件：@1，挿件包：@2
4097,確定選擇
4098,提示：點擊O選擇要加載的挿件。
4099,已選擇挿件：@1個
4100,已選擇挿件包：@1
4101,加載插件成功
4102,進入遊戲
4130,工具類
4131,武器類
4132,其它類
4133,裝備類
4150,否
4151,是
4152,近戰
4153,遠程
4154,爆炸
4155,生物
4156,方塊
4157,生物和方塊
4158,點射
4159,爆炸
4200,爆炸抗性
4201,"方塊抵抗爆炸的能力，越高越不容易被炸毀。
（例如：土块是5，石頭是55，石頭更抗爆，-1表示不可炸毀）"
4202,硬度
4203,"採集方塊需要的時間，數值越大需要的時間越久。
（例如：木板是3，石頭是7，石頭採集時間更長，-1表示不可摧毀。）"
4204,滑行慣性
4205,"行走在方塊上面的慣性，數值越大越不容易停下來。
（例如：冰的慣性比較大，冰上行走會滑行）"
4206,燃燒速度
4207,"方塊的著火燃燒的速度，數值越大燃燒得越快。
（例如：木頭是1，樹葉是5，樹葉會燃燒的更快）"
4208,燃燒幾率
4209,方塊燃燒的幾率，數值越大越容易被附近著火的方塊影響而燃燒。
4210,光源亮度
4211,大於1的時候，方塊會自發光，數值越大發光越强。
4300,生命值
4301,生物的生命值，生命值降到0則生物死亡。
4302,攻擊
4303,生物的攻擊力，每1點攻擊可以减少目標1生命值。
4304,視野範圍
4305,"生物的視野範圍，越大在越遠的距離就可以發現目標。
（例如：10代表生物可以發現10格以內的目標）"
4306,出現數量
4307,附近同類生物同時出現的最大數量。
4308,生物縮放
4309,生物的體積改變的倍數，數值越大生物模型越大。
4310,移動速度
4311,"生物的移動速度，數值越大移動越快。
（標準速度是400）"
4312,近戰防禦
4313,每1點近戰防禦，减少4%受到的近戰傷害。
4314,遠程護甲
4315,每1點遠程防禦，减少4%受到的遠程傷害。
4316,爆炸護甲
4317,每1點爆炸防禦，减少4%受到的爆炸傷害。
4400,最大堆疊數
4401,道具在背包中的最大堆疊數。
4402,是否為工具
4403,如果作為工具，可配置工具的功能和内容
4404,是否為食物
4405,如果作為食物，可配置食物的功能和内容
4406,是否投射物
4407,如果可以作為投射物，可配置投射物的功能和内容
4408,效率加成
4409,使用工具採集方塊的效率加成係數，只有工具類才會生效。
4410,攻擊類型
4411,工具的攻擊類型。
4412,攻擊力
4413,工具攻擊力，每1點攻擊力减少目標1生命。
4414,耐久度
4415,工具耐久度，降為0的時候工具會損壞。
4416,重力
4417,投射物飛行時候的重力，數值越小飛得越遠。
4418,初始速度
4419,投射物飛行的初速度，數值越大飛得越遠。
4420,速度衰减
4421,投射物飛行時候的速度衰减，數值越小飛得越遠。
4422,是否可以拾取
4423,投射物落到地上後是否可以拾取，重複使用。
4424,命中目標
4425,控制投射物可以命中的目標類型。
4426,觸發延遲
4427,投射物擊中目標後，多久才會生效。
4428,投射物攻擊力
4429,投射物的攻擊力，每1點攻擊力减少目標1生命。
4430,攻擊類型
4431,投射物的攻擊類型，有點射和爆炸兩種。
4432,使用時間
4433,食物的使用時間。
4434,新增饑餓度
4435,使用後新增的饑餓度。
4436,新增饑餓耐力
4437,使用後新增的饑餓耐力。
4438,新增治療血量
4439,使用後恢復的生命值。
4440,蓄力時間
4441,蓄力遠程武器的蓄力時間。
4442,使用類型
4443,"控制道具如何使用，只有道具類型與使用類型對應才能生效。
例如遠程武器要對應蓄力遠程武器或者槍械，蘋果要對應食物。"
4444,攻擊力
4445,槍械的攻擊力，每1點攻擊力减少目標1生命。
4446,射擊間隔
4447,槍械的射擊間隔，數值越大連續射擊的速度就越慢。
4448,連續射擊
4449,控制槍械能否連續射擊。
4450,子彈數
4451,一個彈夾的子彈數量，打光後需要換子彈才能繼續射擊。
4452,彈藥模式
4453,控制槍械射擊或換彈夾是否需要消耗對應的子彈道具。
4454,彈藥
4455,彈藥描述
4456,消耗數量
4457,消耗數量描述
4458,重力下落
4459,重力下落描述
4460,方塊掉落
4461,方塊掉落描述
4462,碰撞類型
4463,控制方塊能否被穿過：空氣-可穿過；固體-不能穿過；液體-可穿過但會减速；不阻擋投射物：僅投射物能穿過。
4464,空氣
4465,可以穿過
4466,固體
4467,不能穿過
4468,液體
4469,可以穿過但會减速
4470,不阻擋投射物
4471,只有投射物能穿過
4472,無限彈夾
4473,換子彈無消耗
4474,需要子彈
4475,需要子彈才能射擊
4476,無限射擊
4477,射擊不需要子彈
4478,道具類型
4479,方塊
4480,雜物
4481,工具
4482,一組物品
4483,怪物
4484,賬號
4485,弓
4486,彈藥/投擲物
4487,裝備
4488,槍械
4489,食物
4490,工具+投擲物
4491,工具+食物
4492,方塊+食物
4493,@Null@
4494,@Null@
4495,@Null@
4496,@Null@
4497,@Null@
4498,@Null@
4499,@Null@
4500,否
4501,是
4502,近戰
4503,遠程
4504,爆炸
4505,碰撞生物
4506,碰撞方塊
4507,生物和方塊
4508,點射
4509,爆炸
4510,普通道具
4511,點目標方塊
4512,點液體方塊
4513,點使用按鈕
4514,遠程武器（弓）
4515,食物
4516,背包使用
4517,倉庫中使用
4518,遠程武器（槍）
4519,充值暫未開放，請到谷歌或蘋果應用商店下載移動版進行充值
4520,充值即將開啟
4521,您累計線上時間已滿2小時。
4522,逛累了，休息一會兒，建議去多人聯機逛逛
4523,請先勾選同意“上傳作品及迷你工坊使用者協定”
4530,短
4531,中等
4532,長
4533,少
4534,中等
4535,多
4536,低
4537,中等
4538,高
4539,慢
4540,中等
4541,快
4542,選擇彈藥
4543,預設
4544,自定義
4545,選擇彈藥
4546,預設
4547,自定義
4548,提示：新建的自定義道具可以在編輯模式“背包-編輯”中找到。
4549,選擇方塊外觀
4550,最大堆疊數
4551,攻擊消耗耐久度
4552,工具類型
4553,無
4554,斧頭
4555,鎬
4556,鏟子
4557,剪刀
4558,@Null@
4559,@Null@
4560,@Null@
4561,@Null@
4562,@Null@
4563,工具等級
4564,採集消耗耐久度
4565,修理材料
4566,修理量
4567,初速度加成
4568,可否投擲
4569,蓄力模式
4570,普通蓄力
4571,蓄滿才能釋放
4572,無需蓄力
4573,投擲間隔
4574,槍械類型
4575,手槍
4576,衝鋒槍
4577,狙擊槍
4578,重機槍
4579,霰彈槍
4580,@Null@
4581,@Null@
4582,@Null@
4583,@Null@
4584,@Null@
4585,重量
4586,基礎屬性
4587,採集屬性
4588,耐久屬性
4589,飛行物屬性
4590,創建自定義道具
4591,請選擇要創建的道具類型
4592,請選擇一種道具類型
4593,投擲間隔
4594,槍械類型會影響後座力、音效和開火特效。
4595,工具類型會與工具等級一起影響該工具能採集何種方塊。例如鎬：1級可採石頭，2級可採精鐵礦石，3級可採閃金礦石。
4596,被投擲物擊碎
4597,擊碎方塊
4598,射擊模式描述
4599,手動
4600,半自動
4601,全自動
4602,採集
4603,飢餓度>=#c0aaa1a%s#n時，有#c0aaa1a%s#n機率採集周圍的#c0aaa1a%s#n。
4604,執行機率
4605,搜索範圍
4606,採集目標
4607,目標是否成熟
4608,移動速度
4609,飢餓度判斷
4610,飢餓度消耗
4611,點/秒
4612,"拾取
"
4613,飢餓度>=#c0aaa1a%s#n時，有#c0aaa1a%s#n機率拾取周圍的#c0aaa1a%s#n，直到持有#c0aaa1a%s#n個。
4614,拾取目標
4615,持有數量
4616,存放
4617,飢餓度>=#c0aaa1a%s#n並且背包裡的#c0aaa1a%s#n數量>=#c0aaa1a%s#n，有#c0aaa1a%s#n機率將其存到#c0aaa1a%s#n裡。
4618,存的道具
4619,道具數量
4620,存儲目標
4621,容器選擇
4622,@Null@
4623,@Null@
4624,@Null@
4625,@Null@
4626,種植
4627,飢餓度>=#c0aaa1a%s#n時，有#c0aaa1a%s#n機率對#c0aaa1a%s#n使用#c0aaa1a%s#n。
4628,目標方塊
4629,使用道具
4630,使用道具選擇
4631,使用道具
4632,@Null@
4633,@Null@
4634,@Null@
4635,站崗
4636,飢餓度>#c0aaa1a%s#n時，有#c0aaa1a%s#n機率在#c0aaa1a%s#n上站崗。
4637,站崗方塊
4638,"拿取
"
4639,飢餓度>=#c0aaa1a%s#n時，有#c0aaa1a%s#n機率從附近的#c0aaa1a%s#n中取出#c0aaa1a%s#n種子，直到持有#c0aaa1a%s#n個。
4640,容器選擇
4641,取出道具
4642,道具數量
4643,製作
4644,飢餓度>=#c0aaa1a%s#n時，有#c0aaa1a%s#n機率製作#c0aaa1a%s#n。
4645,配方選擇
4646,製作時間
4647,選擇配方
4648,睡覺
4649,有#c0aaa1a%s#n機率在遊戲時間#c0aaa1a%s#n點開始睡覺，睡#c0aaa1a%s#n小時。
4650,幾點睡
4651,睡多久
4652,躺在哪
4653,點
4654,"飢餓
"
4655,當飢餓度<#c0aaa1a%s#n時，坐下不動。
4656,飢餓度判斷
4657,持續時間
4658,只吃一樣食物
4659,需要食物
4660,食物選擇
4661,@Null@
4662,@Null@
4663,@Null@
4664,@Null@
4665,進食
4666,當飢餓度<=#c0aaa1a%s#n時，如果背包中有食物，則拿出來吃，如果沒有，則嘆氣一會。
4667,只吃一樣食物
4668,食物選擇
4669,攻擊
4670,飢餓度>#c0aaa1a%s#n，有#c0aaa1a%s#n概率對#c0aaa1a%s#n發起攻擊，直到數量少於#c0aaa1a%s#n。
4671,目標選擇
4672,數量
4673,是否已繁殖
4674,繁殖生物
4675,飢餓度>#c0aaa1a%s#n時，有#c0aaa1a%s#n概率給#c0aaa1a%s#n餵#c0aaa1a%s#n。
4676,目標選擇
4677,目標可否進入繁殖
4678,使用道具
4679,使用道具選擇
4680,使用道具
4681,@Null@
4682,@Null@
4683,@Null@
4684,請選擇容器
4685,容器
4686,選擇目標方塊
4687,方塊
4688,@Null@
4689,@Null@
4690,@Null@
4691,請選擇配方
4692,出手就觸發
4693,不觸發
4694,在工具箱中合成以下材料
4699,@Null@
4700,確定要删除這些挿件嗎？
4701,綜合（所有）
4702,冒险
4703,創造
4704,對戰
4705,電路
4706,解密
4707,酷跑
4708,其他
4709,模型
4710,好友
4711,遊戲中
4712,線上
4713,離線中…
4714,迷你號：@1
4715,線上
4716,離線
4717,發送
4718,#c49463F尊敬的玩家，請不要相信任何充值廣告與欺騙資訊
4719,迷你好友
4720,手機好友
4721,附近的人
4722,我的關注
4723,好友
4724,查看
4725,我的二維碼
4726,掃一掃
4727,消息：@1
4728,已發出好友請求，請等待對方回復
4729,操作失敗，請稍後再試
4730,現在你們成為好友了
4731,一鍵清空
4732,確定全部清空嗎？
4733,您暫時沒有消息
4734,希望和你成為朋友
4735,迷你隊長
4736,發送失敗，請稍後再試
4737,迷你號錯誤
4738,關注
4739,用戶不存在
4740,對方已經是你的好友了
4741,好友數量達到上限
4742,提交
4743,使用違規的頭像
4744,發佈違規的內容
4745,舉報成功
4746,功能即將發佈，敬請期待
4747,搜索
4748,你們相隔：@1內
4749,您的附近暫時沒有玩家
4750,加載更多
4751,啟動失敗
4752,已成功關注
4753,已取消關注
4754,您尚未關注過其他玩家
4755,取消關注
4756,查看詳情
4757,迷你號：暫無
4758,哈哈哈快來迷你世界http://www.mini1.cn/
4759,您的手機通訊錄是空的
4760,"許可權申請
在設定-應用-迷你世界-許可權中開啟通訊錄許可權，以正常使用手機好友功能"
4761,"許可權申請
在設定-迷你世界中開啟通訊錄許可權，以正常使用手機好友功能"
4762,"許可權申請
在設定-應用-迷你世界-許可權中開啟位置資訊許可權，以正常使用附近的人功能"
4763,"許可權申請
在設定-迷你世界中開啟位置資訊許可權，以正常使用附近的人功能"
4764,●好友系統功能更新啦#r#r 1. 新增好友跟隨功能，可隨時加入好友的聯機房間。 #r#r 2. 聊天系統優化，可以更方便的和好友進行聊天啦。 #r#r 3. 新增遊戲內分享功能，快試試吧。 #r#r 4. 新增黑名單功能，可以將搗亂的玩家拉入黑名單，TA將無法再進入你的房間。
4765,幫助
4766,@1最近我在玩一款國產精品沙箱遊戲，推薦給你，和我一起玩啦！http://www.mini1.cn/active/index.html
4767,迷你世界
4768,最近我在玩一款國產精品沙箱遊戲，推薦給你，和我一起玩啦！
4769,暫停
4770,材質包
4771,解鎖
4772,前往使用
4773,解鎖成功
4774,解鎖失敗
4775,您的迷你豆不足
4776,材質設定
4777,材質
4778,開始遊戲
4779,默認材質包
4780,迷你世界官方
4781,材質包未解鎖，請到迷你工坊中解鎖
4782,材質包未解鎖，將使用默認材質包
4783,不能修改下載地圖的材質包
4784,點這裡可以選擇使用材質包哦！
4785,挿件上傳失敗
4786,角色
4787,裝扮
4788,坐騎
4789,材质包预留
4790,材质包预留
4791,材质包预留
4792,材质包预留
4793,材质包预留
4794,材质包预留
4795,材质包预留
4796,材质包预留
4797,材质包预留
4798,材质包预留
4799,已讀
4800,作物
4801,工具
4802,雜物
4803,方塊
4804,戰鬥
4805,非常小
4806,較小
4807,正常
4808,較大
4809,非常大
4810,非常慢
4811,較慢
4812,較快
4813,非常快
4814,近戰
4815,中程
4816,遠程
4817,近
4818,中等
4819,遠
4820,攻擊偏好
4821,攻擊附帶效果
4822,3.綠隊
4823,4.黃隊
4824,5.柳丁隊
4825,6.紫隊
4826,更改攻擊方式
4827,生物编辑系统预留
4828,生物编辑系统预留
4829,生物编辑系统预留
4830,生物编辑系统预留
4831,生物编辑系统预留
4832,生物编辑系统预留
4833,設定生物的陣營，生物不會攻擊同陣營的其它生物和玩家，也不會對其造成傷害。房主默認是紅隊。
4834,生物编辑系统预留
4835,@Null@
4836,@Null@
4837,@Null@
4838,取消
4839,選取
4840,請選擇你的出生日期
4841,提示：請勿分享個人隱私信息
4842,您設定的年齡低於13歲，無法使用此功能
4843,年份
4844,月份
4845,（確認後將無法更改，請認真填寫）
4846,地形方塊暫不能使用微縮模型
4847,不在活動時間，無法使用
4848,@Null@
4849,儲值功能暫不可用
4850,一月
4851,二月
4852,三月
4853,四月
4854,五月
4855,六月
4856,七月
4857,八月
4858,九月
4859,十月
4860,十一月
4861,十二月
4862,小於
4863,@Null@
4864,@Null@
4865,@Null@
4866,您將消耗@1來兌換@2份@3，請確認
4867,迷你寶庫
4868,擁有：
4869,兌換記錄
4870,兌換次數
4871,物品
4872,時間
4873,數量
4874,消耗
4875,數量確認
4876,可兌換
4877,兌換
4878,兌換確認
4879,前往獲取
4880,請進行選擇
4881,技能冷卻中
4882,帳號登入
4883,離開
4884,申請迷你號
4885,請輸入整數
4886,再來一局
4887,加入
4888,房主邀請你再來一局
4889,房主正在重新開啟，請耐心等待
4890,注：#c0aaa1a迷你豆#n可在家園裏獲取更多獎勵或解鎖圖鑒道具
4891,已添加到帳戶
4892,成功解鎖
4893,碎片不足
4894,遠程防禦：@1，减少@2%受到的遠程傷害
4895,元素防禦：@1，减少@2%受到的元素傷害
4896,未知
4897,當前視角已鎖定
4898,迷你隊長給你準備了小小的鼓勵獎
4899,@Null@
4900,開始遊戲
4901,取消下載
4902,當前工坊人數#cef2d2d較多#n，正排隊等待，（@1s）後開始下載
4903,當前工坊在線狀態（@1@2#n）
4904,空閒
4905,繁忙
4906,爆滿
4907,@Null@
4908,您輸入的啟動碼不正確，請核對號碼。
4909,此啟動碼不適用於當前平臺，請前往領取處核對禮包說明。
4910,此啟動碼不適用於當前版本，請前往領取處核對禮包說明。
4911,您已領過此類禮包，無法再次領取。
4912,啟動碼已過期，無法領取。
4913,禮包已過期，無法領取。
4914,今天領取的禮包數量已達到上限。
4915,領取的禮包數量已達到上限。
4916,今天領取的禮包數量已達到上限。
4917,領取的禮包數量已達到上限。
4918,此禮包不適用於當前平臺，請前往領取處核對禮包說明。
4919,此禮包不適用於當前版本，請前往領取處核對禮包說明。
4920,今天不能再次領取此類禮包了，請明天再試
4921,無法再次領取此類禮包
4922,今天不能再次領取此類禮包了，請明天再試
4923,無法再次領取此類禮包
4924,禮包碼輸入錯誤，請儘量複製粘貼~
4925,禮包碼已被使用過，請更換其他禮包碼
4926,平臺不同，無法使用
4927,領取的禮包數量已達到上限。
4928,遇到了迷你隊長的幫助，本次繼續探險可以#c0aaa1a免費#n哦！
4929,但是迷你隊長給你準備了小禮物，來放鬆一下吧！
4930,領取小禮物
4931,重繪消耗
4932,免費重繪
4933,免費
4934,網路環境確認
4935,您的手機當前是移動網絡，觀看廣告將消耗流量，是否確定要繼續觀看？
4936,立即完成
4937,1次
4938,一、基礎操作
4939,移動角色\n #cFFFFFF前#n
4940,#cFFFFFF滑動滑鼠#n
4941,左
4942,右
4943,後
4944,（滑鼠左鍵）擊碎方塊
4945,（滑鼠右鍵）放置方塊
4946,視角向左\n旋轉
4947,視角向右\n旋轉
4948,二、進階操作
4949,按（B鍵）調出背包
4950,數字鍵1-8對應快速鍵1-8格
4951,（滑鼠左鍵）選擇物品
4952,（滑鼠右鍵）使用物品
4953,三、其他操作
4954,左右箭頭翻頁
4955,按幫助/關閉幫助
4956,按（Esc鍵）跳過
4957,按（空白鍵繼續劇情）
4958,鍵位操作（默認）
4959,"#c1affda[~]#cbdefe7切換准心和滑鼠
#c1affda[滑鼠左鍵]#cbdefe7攻擊、長按可摧毀方塊
#c1affda[滑鼠右鍵]#cbdefe7放置方塊、與方塊/NPC互動
#c1affda[滑鼠滾輪]#cbdefe7道具欄選取方塊
#c1affda[滑鼠移動]#cbdefe7移動鏡頭
#c1affda[W A S D]#cbdefe7角色前後左右移動
#cfae52f[L-Shift]#cefe2bd潜行、下坐騎、飛行、下降
#cfae52f[Space]#cefe2bd跳躍、上升（飛行、游泳）
#cfae52f[按兩下Space]#cefe2bd飛行（創造模式）"
4960,選擇一個你喜歡的角色
4961,點擊繼續
4962,空格繼續
4963,跳過
4964,您有新的任務
4965,已分享
4966,"#cfae52f[1~8]#cefe2bd道具快捷欄1 - 8
#cfae52f[L-Ctrl]#cefe2bd疾跑
#cfae52f[B]#cefe2bd開啟/關閉背包欄
#cfae52f[G]#cefe2bd丟棄物品
#cf1cfff[ESC]#n開啟/關閉設定介面
#cf1cfff[Tab]#n玩家清單
#cf1cfff[J]#n玩法模式規則
#cf1cfff[V]#n自動整理（背包欄）
#cf1cfff[F1]#n幫助"
4967,"#cf1cfff[F2]#n 开启/结束录像
#cf1cfff[F5]#n 切换视角 
#cf1cfff[F9]#n 隐藏界面 
#cf1cfff[F10]#n 截图 
#cf1cfff[F11]#n 全屏 
#cf1cfff[C]#n 状态查看 
#cf1cfff[Enter]#n 聊天 
#cf1cfff[R]#n 换弹夹 
#cf1cfff[H]#n 召唤坐骑"
4968,"#cf1cfff[M]#n小地圖
#cf1cfff[L]#n成就
#cf1cfff[I]#n倉庫
#cf1cfff[O]#n裝扮
#cf1cfff[P]#n商城
#cf1cfff[[]#n語音聊天
#cf1cfff[F]#n好友#cf1cfff[X]#n 動作
#cf1cfff[Y]#n 資源庫"
4969,玩法地圖處於退出後重置狀態，所有許可權均無效
4970,更多好玩地圖
4971,即將前往迷你工坊#r#c0aaa1a（迷你工坊中有大量好玩的地圖）#n
4972,廣告播放失敗，未能獲得獎勵
4973,廣告配寘錯誤
4974,果實成熟時間縮短了@1
4975,分
4976,秒
4977,廣告還沒準備好
4978,為防止熊孩子破壞地圖，建議先將存檔#c0aaa1a備份#n，點擊“確認”備份並創建多人房間，點擊“取消”直接創建多人房間
4979,加速
4980,廣告還沒準備好！
4981,申請獲得房間許可權
4982,房主已經收到申請，請稍後再試
4983,你的許可權申請通過啦
4984,房主拒絕了你的申請
4985,房主可能在通話中，請稍等...
4986,@Null@
4987,@Null@
4988,@Null@
4989,@Null@
4990,@Null@
4991,@Null@
4992,@Null@
4993,@Null@
4994,拒絕
4995,通過
4996,申請許可權
4997,#R遊客
4998,自由
4999,許可權
5000,平臺不同無法切換，請前往#c0aaa1a@1#n下載迷你世界登入
5001,@Null@
5002,@Null@
5003,@Null@
5004,@Null@
5005,@Null@
5006,@Null@
5007,@Null@
5008,@Null@
5009,@Null@
5010,@Null@
5011,@Null@
5012,@Null@
5013,@Null@
5014,@Null@
5015,@Null@
5016,@Null@
5017,@Null@
5018,@Null@
5019,@Null@
5020,@Null@
5021,@Null@
5022,@Null@
5023,@Null@
5024,@Null@
5025,@Null@
5026,@Null@
5027,@Null@
5028,@Null@
5029,@Null@
5030,@Null@
5031,@Null@
5032,@Null@
5033,@Null@
5034,@Null@
5035,@Null@
5036,@Null@
5037,@Null@
5038,@Null@
5039,@Null@
5040,@Null@
5041,@Null@
5042,@Null@
5043,Google
5044,@Null@
5045,@Null@
5046,@Null@
5047,@Null@
5048,@Null@
5049,@Null@
5050,@Null@
5051,@Null@
5052,@Null@
5053,@Null@
5054,@Null@
5055,@Null@
5056,@Null@
5057,@Null@
5058,@Null@
5059,@Null@
5060,@Null@
5061,@Null@
5062,@Null@
5063,@Null@
5064,@Null@
5065,@Null@
5066,@Null@
5067,@Null@
5068,@Null@
5069,@Null@
5070,@Null@
5071,@Null@
5072,@Null@
5073,@Null@
5074,@Null@
5075,@Null@
5076,@Null@
5077,@Null@
5078,@Null@
5079,@Null@
5080,@Null@
5081,@Null@
5082,@Null@
5083,@Null@
5084,@Null@
5085,@Null@
5086,@Null@
5087,@Null@
5088,@Null@
5089,@Null@
5090,@Null@
5091,@Null@
5092,@Null@
5093,@Null@
5094,@Null@
5095,@Null@
5096,@Null@
5097,@Null@
5098,@Null@
5099,@Null@
5100,@Null@
5101,@Null@
5102,@Null@
5103,@Null@
5104,@Null@
5105,@Null@
5106,@Null@
5107,@Null@
5108,@Null@
5109,@Null@
5110,@Null@
5111,@Null@
5112,@Null@
5113,@Null@
5114,@Null@
5115,@Null@
5116,@Null@
5117,@Null@
5118,@Null@
5119,@Null@
5120,@Null@
5121,@Null@
5122,@Null@
5123,@Null@
5124,@Null@
5125,@Null@
5126,@Null@
5127,@Null@
5128,@Null@
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,査詢資料
5202,繼續遊戲
5203,(輸入您的邮箱)
5204,7k7k貴族特權：
5205,1.貴族新手禮包
5206,2.貴族每日禮包
5207,3.充值享20%返利
5208,4.貴族專屬圖標展示
5209,7k7k貴族特權
5210,暢玩貴族充值可享受#cef2d2d20%#n返利！
5211,貴族每日禮包
5212,年費貴族每日禮包
5213,貴族新手禮包
5214,更多貴族特權，請關注#L#cfa7a0f貴族官網#n
5215,貴族禮包
5216,一次性開通12個月，就能立即成為年費貴族，領取禮包。
5217,7k7k特权
5218,7k7k特权
5219,7k7k特权
5220,7k7k特权
5221,7k7k特权
5222,7k7k特权
5223,7k7k特权
5224,返回上一頁（左箭頭←）
5225,（右箭頭→）跳轉下一頁
5226,你們相隔：@1m內
5227,你們相隔：@1m外
5228,對方好友數已滿
5229,對方申請已滿
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,炫耀一下
5237,解鎖道具可在家園果實中獲得。
5238,實时光影
5239,水面反射
5240,重進存檔生效
5241,前往
5295,已經解鎖，妳獲得了@1個迷妳豆獎勵
5296,解鎖頭像框成功
5297,切換頭像框成功
5298,妳已經在使用這個頭像框了
5299,妳還沒有獲得這個頭像框
5300,默認頭像框
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,"開果實達到一定次數後可以領取雙人坐騎獎勵！
小果實=1次，大果實=5次，金果實=10次。"
6001,充值限購
6002,沒有初始的金果實獎勵
6003,沒有家園寶箱，級別不够。
6004,家園寶箱已經領取過了。
6005,家園開果實的次數不够。
6006,家園游商不存在。
6007,家園游商的商品不存在。
6008,游商物品已經達到最大購買數量。
6009,當前進度
6010,#R獎勵已翻倍
6011,樹（方形）
6012,樹（圓形）
6013,Internal network verification success
6014,Online
6015,Binding IP error
6016,Device num error
6017,Login error
6018,The account cannot have Spaces
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,存檔
6026,該玩家暫無分享
6027,條
6028,顏色選擇
6029,使用過的顏色
6030,地圖
6031,我的
6032,官方
6033,玩家
6034,當前顏色
6035,紅
6036,粉
6037,洋紅
6038,紫
6039,普藍
6040,藍
6041,淡藍
6042,湖藍
6043,青
6044,綠
6045,草綠
6046,淡綠
6047,黃
6048,桔黃
6049,柳丁
6050,朱紅
6051,棕
6052,灰
6053,黑
6054,白
6055,彩色
6056,顏色號
6057,地圖分享
6058,地圖介紹
6059,作者暫無自我介紹
6060,暫無評論
6061,精彩評論
6062,最新評論
6063,活動
6064,級特長
6065,（海外地圖管理員）
6066,我的作品
6067,我的訂閱
6068,我的購買
6069,作者之家
6070,這裡可以查看您的作品動態
6071,這裡可以查看您訂閱作者的動態
6072,您花費迷你幣解鎖的地圖可在這裡查看
6073,申請成為官方開發認證可獲得不錯的收益
6074,皮膚
6075,點擊輸入標題
6076,點擊輸入內容
6077,作者
6078,標題最多40個字元
6079,內容最多800個字元
6080,電腦版點擊鼠標中鍵吸色
6081,手機版瞄準染色方塊時點擊提示吸色
6082,這裏是作者自我介紹、點擊編輯
6083,郵箱找回
6084,郵箱驗證
6085,您正在申請重設密碼，請先進行郵箱驗證：
6086,郵箱
6087,郵箱錯誤
6088,該郵箱未綁定過迷你號
6089,驗證碼錯誤
6090,電腦版大房間
6091,本地圖至少需要@num人開啟，您設定的人數過少
6092,根據你的電腦效能，推薦設定@num人房間
6093,網絡效能正在測試中…
6094,測效能
6095,視角内容
6096,背視角（第三人稱過肩視角）
6097,側視角（橫版過關）
6098,俯視角
6099,准心參攷
6100,荧幕中央准心
6101,人物面朝方向
6102,移動限制
6103,僅左右
6104,僅上下
6105,僅上下左右
6106,全方向
6107,模式
6108,跟隨人物
6109,自由模式
6110,視角轉動
6111,視角和人物均轉
6112,視角和人物均不轉
6113,視角不轉，人轉
6114,視角轉，人不轉
6115,轉動限制
6116,移動跟隨
6117,人物不隨移動轉向
6118,人物隨移動轉向
6119,測試視角
6120,恢復默認
6121,視野
6122,開啟生存地圖隨機出生點
6123,關閉生存地圖隨機出生點
6124,隨機出生點（#c0aaa1a開#n）
6125,隨機出生點（#cef2d2d關#n）
6126,(生存地圖隨機出生點)
6127,(生存地圖不隨機出生點)
6128,世界設定
6129,開局設定
6130,遊戲目標
6131,隊伍設定
6132,顯示設定
6133,地圖時間
6134,當前時間
6135,鎖定時間
