id,泰语
6332,"เชิญเพื่อนiosของคุณเข้ามินิเวิดล์ รับรางวัลอย่างไม่ขาด
1เชิญเพื่อนๆมาดาวน์โหลดเวอร์ชันiosและใส่UIDของคุณลงในช่องUIDของInviterด้านล่าง พวกคุณทั้งสองจะได้รับรางวัล
2.ผู้เล่นiosใหม่ต้อง#cfa7a0fผูกมัดอีเมลภายใน24ชม.#nจึงถือว่าการเชิญชวนสำเร็จ จึงจะรับรางวัลได้
3.ผู้เล่นiosใหม่แต่ละคนสามารถป้อนUIDของผู้เชิญชวนได้คนหนึ่งเท่านั้น
"
6333,ในโหมดจำกัดมีชีวิตเพียงครั้งเดียว แต่อันตรายมาก(ความหิว มอน จมน้ำ แมกมา ตกที่สูง ) แต่เชื่อว่าคุณมีความสามารถที่จะประสบความสำเร็จในสิ่งแวดล้อมที่อันตรายขนาดนี้ 
6334,การติดตาม
6335,ติดตามแล้ว
6336,รหัสประเทศ
6337,คลาสสิก
6338,ห้องเซิร์ฟเวอร์
6339,คุณสามารถดาวน์โหลดแผนและเปิดห้อง
6340,วางตู้รถไฟได้มากที่สุด 6 ตู้
6350,คุณไม่ใช่มือใหม่ของเวอร์ชันiOS
6351,UIDที่ป้อนไม่ถูกต้อง
6352,UIDที่ป้อนเป็นของคุณ โปรดป้อนUIDของเพื่อน
6353,UIDที่ป้อนคือ@1 ยืนยันการส่งหรือไม่
6354,ส่งคำขอสำเร็จ โปรดรับรางวัลในภายหลัง
6355,ขออภัย คุณไม่ใช่มือใหม่
6356,คุณยังไม่ได้ผูกกับเบอร์มือถือหรืออีเมล
6357,คุณได้รับรางวัลนี้แล้ว
6358,คุณได้ป้อนUIDที่ไม่ถูกต้อง
6359,เซิร์ฟเวอร์ถูกETลักพาไปแล้ว กรุณาลองใหม่ในภายหลัง
6360,คุณไม่ใช่ผู้เล่นระบบiOS
6361,UIDที่คุณป้อนถูกเรียกคืนโดยผู้เล่นคนอื่นๆ
6362,UIDที่คุณป้อนกลับมานานกว่า24ชั่วโมง
6363,คุณไม่ตรงกับเงื่อนไขที่ถูกเรียกคืน
6364,โปรดอย่าใช้สีกับข้อความลบเอฟเฟ็กต์สีและคุณสามารถส่งอีกครั้งได้
6365,โจมตีอย่างแรง
6366,โจมตีสองครั้งต่อเนื่อง
6367,โจมตีสามครั้งต่อเนื่อง
6368,เข้มแข็งมาก
6369,สู้ไม่ได้
6370,บงการการแข่งขัน
6371,ก้าวสู่ทางเป็นเทพ
6372,บ้าคลั่งไปแล้ว
6373,เสมือนเทพ
6374,นอกเหนือจากเทพ
6375,ขวางสิ่งที่โยน แต่ไม่ขวางตัวละคร
6376,คำอธิบาย
6377,ฟังก์ชัน
6378,พายุสายฟ้า
6500,ตีมอนด้วยมือเปล่า
6501,คำอธิบายตีมอนด้วยมือเปล่า
6502,ขุดด้วยมือเปล่า
6503,คำอธิบายขุดด้วนมือเปล่า
6504,ขุดด้วยการเจาะ
6505,คำอธิบายขุดด้วยการเจาะ
6506,จุดไฟ
6507,คำอธิบายจุดไฟ
6508,ไถนา
6509,คำอธิบายไถนา
6510,สะสมพลังโจมตี
6511,คำอธิบายสะสมพลังโจมตี
6512,เรียกหาหมา
6513,คำอธิบายเรียกหาหมา
6514,ไฟไหม้
6515,คำอธิบายไฟไหม้
6516,ยิงด้วยลูกศร
6517,คำอธิบายยิงด้วยลูกศร
6518,รักษา
6519,คำอธิบายรักษา
6520,เทเลพอร์ต
6521,คำอธิบายเทเลพอร์ต
6522,ผลิตขนมปัง
6523,คำอธิบายผลิตขนมปัง
6524,กำจัดสิ่งมีชีวิต
6525,คำอธิบายกำจัดสิ่งมีชีวิต
6526,ความทนทานไม่พอ
6527,ค่าความหิวไม่พอ
6528,ไม่พอ
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,สิ่งมีชีวิต
6552,บล็อก
6553,อื่นๆ
6554,ผูกมัดบัญชี FB
6555,บัญชี FB
6556,ข้อควรระวัง: #r1เมื่อคุณลืมรหัสผ่านหรือ UID คุณสามารถเปลี่ยนบัญชีผู้ใช้ด้วยบัญชี Facebook #r2. บัญชี Facebook สามารถผูกกับ UID ได้เพียงบัญชีเดียวเท่านั้น หากคุณต้องการผูกกับ UID อื่น ต้องยกเลิกการผูก UID ปัจจุบันก่อน
6557,เปลี่ยนบัญชี FB
6558,โปรดทราบ:#r1หากคุณต้องการบันทึกUIDปัจจุบัน โปรดยืนยันคุณได้ตั้งรหัสผ่านหรือผูกมัดกับอีเมลหรือบัญชีFaceBook #r2หากบัญชีFaceBookที่คุณกำลังจะเข้าสู่ระบบไม่ได้ผูกกับUID คุณจะได้รับUIDใหม่และผูกโดยอัตโนมัติ
6559,เข้าสู่ระบบFB
6560,UID /อีเมล
6561,UID /Email ไม่ถูกต้อง
6562,เข้าสู่ระบบFBสำเร็จ
6563,ยกเลิกเข้าสู่ระบบFB
6564,เข้าสู่ระบบFBล้มเหลว
6565,บัญชี FB นี้ถูกผูกไว้
6566,เข้าสู่ระบบ
6567,@Null@
6568,การเริ่มต้นล้มเหลว โปรดตรวจสอบเครือยข่ายมือถือและการตั้งค่าการชำระเงินGoogle Play
6569,เติมเงินล้มเหลว โปรดตรวจสอบการตั้งค่าการชำระเงินGoogle Play
6570,เช็คเน็ต
6571,สัตว์เลี้ยง
6572,โหมดขั้นสูง
6573,ขอให้สนุกกับการสำรวจมินิเวิลด์
6574,คุณมีโอกาสเพียงครั้งเดียวในการท้าทาย
6575,สร้างโลกผจญภัยที่เป็นของคุณเอง
6576,เกิดโลกแบบสุ่ม ทุกครั้งที่คุณเข้ามาเป็นประสบการณ์ใหม่
6577,ภูมิประเทศที่ราบรื่นไม่จำกัด คุณสามารถตั้งค่าตามที่คุณต้องการ
6578,เลือกปลั๊กอิน
6579,ดาวน์โหลดปลั๊กอิน
6580,ฟิสิกส์ขั้นสูง
6581,ชื่อคำอธิบายวิชาฟิสิกส์ขั้นสูง
6582,เนื้อหาคำอธิบายฟิสิกส์ขั้นสูง
6583,การตั้งค่าฟิสิกส์
6584,โหลดปลั๊กอินจำนวนมากที่สุด: 300
6585,บล็อกเซนเซอร์
6586,ซูเปอร์บล็อกทริกเกอร์
6587,ความเสถียร
6588,"ไอเทมที่มีลักษณะทางกายภาพมากเกินไป อาจจะทำให้เกิดความล่าช้า
(สามารถปิดการแสดงในการตั้งค่า)"
6599,การลบล้มเหลว เนื่องจากมีไอเทมอื่นกำลังใช้วัตถุดิบนี้อยู่
6600,ห้องสมุดอุปกรณ์
6975,โต๊ะทำหนังสือ
6976,ฉีกออก
6977,ฉีกหนังสือออก
6978,เลือกหนังสือและใส่ในช่องด้านล่าง
6979,คลิกปุ่ม ฉีกออก เพื่อฉีกหนังสือออก
6980,คราฟต์
6981,ข้อมูล
6982,@Null@
6983,@Null@
6984,หนังสือของ@1
6985,@Null@
6986,ชื่อ
6987,ผู้เขียน
6988,คำแนะนำ
6989,โฉมภายนอก
6990,คราฟต์หนังสือ
6991,คราฟต์
6992,โปรดเลือกกระดาษจดหมาย ใส่เข้าไปโดยเรียงตามลำดับจากซ้ายไปขวา
6993,โปรดเคลียร์กระดาษจดหมาย
6994,โปรดเลือกหนังสือใส่ในช่องด้านขวา
6995,พื้นที่ของเป้และแถบไอเทมไม่พอ
6996,โปรดวางหนังสือที่สังเคราะห์เสร็จครั้งที่แล้วในเป้
6997,โปรดป้อนชื่อหนังสือและข้อมูลผู้เขียน
6998,โปรดป้อนข้อมูลผู้เขียน
6999,โปรดป้อนชื่อหนังสือ
7000,โปรดใส่กระดาษจดหมายสองใบขึ้นไป
7001,@Null@
7002,@Null@
7300,กลับไปเกม
7301,โกดังของท่านเต็มแล้ว โปรดเครียร์แล้วค่อยรับรางวัล
7302,ยกเลิก
7303,ไปเคลียร์
7304,โกดังของท่านเต็มแล้ว รางวัลส่วนหนึ่งจะส่งทางอีเมลให้ท่าน
7305,ทั้งหมด
7306,ฟังก์ชั่น
7307,ชิ้นส่วน
7308,เบิกได้
7309,ความจุโกดัง
7310,สัตว์ขี่ของท่านถึงจำนวนสูงสุดแล้ว กรุณารอเวอร์ชั่นใหม่
7311,ตัวละครของท่านถึงจำนวนสูงสุดแล้ว กรุณารอเวอร์ชั่นใหม่
7312,สกินของท่านถึงจำนวนสูงสุดแล้ว กรุณารอเวอร์ชั่นใหม่
7313,การ์ดของท่านถึงจำนวนสูงสุดแล้ว กรุณารอเวอร์ชั่นใหม่
7314,รีไซเคิลสำเร็จ
7315,เพิ่มลงในบัญชีแล้ว
7316,รายได้ทั้งหมด：
7317,จะรีไซเคิลไอเทมต่อไปนี้
7318,โกดังเต็มแล้ว
7319,โกดังท่านเต็มแล้ว รางวัลบางส่วนจะส่งให้ท่านผ่านทางอีเมล โปรดเคลียร์โกดังแล้วค่อยรับรางวัล
7320,โกดังเต็มแล้ว โปรดเครียร์
7321,เชื่อมต่อเครือข่ายไม่ได้
7322,ค้นหาแมพไม่เจอ โปรดตรวจสอบอินเตอร์เน็ตแล้วลองใหม่
7323,ไม่สามารถรับสถานะออนไลน์ของแกลเลอรี่
7324,รหัสยืนยันล็อกอิน
7325,"รหัสยืนยันคือ:@1,รหัสยืนยันนี้มีผลภายใน5นาที."
7500,การตั้งค่าคลิป
7501,คุณไม่ใช่เจ้าของห้อง ไม่สามารถอัดคลิป
7502,ที่เก็บคลิปเต็มแล้ว โปรดล้างข้อมูลก่อนค่อยอัดคลิป
7503,บันทึกคลิปสำเร็จ
7504,ไฟล์ของคลิปเต็มแล้ว จึงไม่สามารถอัดคลิป
7505,ความจำไม่เพียงพอ จึงไม่สามารถอัดคลิป
7506,ความจำน้อยกว่า50M
7507,ระยะเวลาการอัดคลิปที่เหลืออยู่น้อยกว่า 1 นาที
7508,ความจำเต็มแล้ว สิ้นสุดการอัดคลิปและบันทึกสำเร็จ
7509,กำลังเล่นตัวอย่าง
7510,ความเร็วการเล่น
7511,มีการเปลี่ยนแปลงการตั้งค่าเลนส์ที่ยังไม่ได้รับการบันทึก การปิดจะสูญเสียการตั้งค่าที่แก้ไขแล้ว ยืนยันจะปิดหรือไม่?
7512,มีการเปลี่ยนแปลงการตั้งค่าเลนส์คำบรรยายที่ยังไม่ได้รับการบันทึก การปิดจะสูญเสียการตั้งค่าที่แก้ไขแล้ว ยืนยันจะปิดหรือไม่?
7513,มีการเปลี่ยนแปลงการตั้งค่าเพลงประกอบที่ยังไม่ได้รับการบันทึก การปิดจะสูญเสียการตั้งค่าที่แก้ไขแล้ว ยืนยันจะปิดหรือไม่?
7514,คลิปของฉัน
7515,ดาวน์โหลดคลิป
7516,ไฟล์ทั้งหมด
7517,แก้ไขคลิป
7518,เล่นคลิป
7520,เริ่มเล่น
7521,หยุดเล่น
7522,เริ่มอัดคลิป
7523,ยืนยันจะหยุดอัดคลิปและบันทึกไฟล์คลิปหรือไม่?#r( ไฟล์คลิปถูกบันทึกไว้ในที่เก็บคลิปของฉัน)
7524,บันทึกข้อมูลกล้องเรียบร้อยแล้ว
7525,แก้ไขการตั้งค่ากล้อง
7526,กล้องที่เชื่อมโยง
7527,ยังไม่ได้ตั้งค่ากล้อง โปรดแก้ไขกล้องเลนส์หลังจากตั้งค่า
7528,ทิศทาง
7529,เวลาเริ่ม
7530,ยังไม่มีการตั้งค่าคำบรรยาย โปรดแก้ไขเลนส์หลังตั้งค่าแล้ว
7531,ยังไม่มีการตั้งค่าเพลงประกอบ โปรดแก้ไขเลนส์หลังตั้งค่าแล้ว
7532,@Null@
7533,การลบเลนส์จะลบข้อมูลเลนส์ทั้งหมด ยืนยันจะลบหรือไม่
7534,เริ่มอัดคลิป
7535,สิ้นสุดการอัดคลิป และบันทึกไฟล์สำเร็จ
7536,ยืนยันจะออกจากการแก้ไขคลิปหรือไม่
7537,ฟังก์ชั่นการอัดคลิปปัจจุบันถูกปิด
7538,ฟังก์ชั่นการอัดคลิปปัจจุบันเปิดแล้ว
7539,@Null@
7540,แก้ไขคำบรรยาย
7541,ข้อความ
7542,ขนาด
7543,องศา
7544,ด้านบนกึ่งกลาง
7545,ศูนย์กลาง
7546,ด้านล่างกึ่งกลาง
7547,ใหญ่
7548,กลาง
7549,เล็ก
7550,ถึง
7551,ลบคำบรรยายนี้หรือไม่
7552,แก้ไขเพลงประกอบ
7553,เพลงประกอบ
7554,เล่นซ้ำ
7555,จะออกจากการเล่นตัวอย่างหรือไม่
7556,เล็อกเพลงพื้นหลัง
7557,โปรดเลือกเพลงต่อไปนี้
7558,ลบเพลงนี้หรือไม่
7559,กำลังเล่นตัวอย่าง
7560,คลิปเล่นเสร็จแล้ว เลือกจะดูอีกรอบหรือไม่
7561,ข้อความที่ป้อนผิดกฎ โปรดป้อนใหม่
7562,เช็คดูแมพ
7563,ผู้อัดคลิป
7564,ผู้สร้างแมพ
7565,อนุญาตให้ผู้อื่นใช้แมพเพื่ออัดคลิป
7566,ผู้สร้างแมพไม่อนุญาตให้อัดคลิป
7570,คลิป
7571,จำนวนไฟล์คลิปที่ดาวน์โหลดเต็มแล้ว โปรดลบไฟล์แมพที่ไม่ต้องการ
7572,เล่น
7573,ดูก่อน
7574,เพิ่มกล้อง
7575,แก้ไขเอฟเฟกต์
7576,เอฟเฟกต์
7577,หนังฟิล์ม
7578,ฟองอากาศ
7579,เมฆและหมอก
7580,ท้องฟ้าที่มีดวงดาว
7581,สั่น
7582,กลีบดอกไม้
7583,มีการเปลี่ยนแปลงการตั้งค่าเอฟเฟกต์ หากปิด การตั้งค่าเอฟเฟกต์จะหายไป ยืนยันจะปิดหรือไม่?
7584,ยืนยันจะเปลี่ยนคลิป#cda5b0a@1#nเป็นวิดีโอและบันทึกลงในโฟลเดอร์#cda5b0a@4#nในเครื่องหรือไม่#rคาดว่าขนาดวิดีโอใหญ่#cda5b0a@2#n#rคาดว่าต้องใช้เวลา#cda5b0a@3#nในการเปลี่ยน
7585,(หมายเตุ:เวลาที่ใช้ในการเปลี่ยนขึ้นอยู่กับเวลาการอัดคลิป โปรดอดใจรอก่อน)
7586,คุณต้องการยกเลิกการส่งออกวิดีโอหรือไม่ คลิกยืนยันเพื่อสิ้นสุดการส่งออกวิดีโอ
7587,กำลังเปลี่ยนคลิปเป็นวิดีโอ คาดว่าต้องใช้เวลา@1
7588,การเปลี่ยนคลิปเป็นวิดีโอสำเร็จและได้บันทึกในโฟลเดอร์videoแล้ว
7589,มีวิดีโอนี้อยู่แล้ว
7590,การส่งออกวิดีโอ
7591,ยังไม่ได้ตั้งค่ากล้อง โปรดแก้ไขกล้องเลนส์หลังจากตั้งค่า
7999,@Null@
8000,เปิดเขตมลพิษ
8001,รัศมีวงกลมแรกของเขตปลอดภัย
8002,เวลาปลอดภัยครั้งแรก
8003,เข้าร่วมเกมที่เริ่ม
8004,การตั้งค่าเขตมลพิษ
8005,เขต
8006,ไม่ได้เปิดใช้งาน
8007,"1ใช้ร่วมกับแมพขนาดคงที่และกฎจำนวนชีวิต หลังเข้าใหม่จึงมีผล
2นอกวงกลมสีแดงเป็นเขตมลพิษ และภายในวงกลมสีขาวเป็นเขตปลอดภัย อยู่ในเขตมลพิษนจะได้รับความบาดเจ็บ
3.หลังผ่านเวลาปลอดภัยทุกรอบ เขตมลพิษจะหดตัวจากวงกลมสีแดงเป็นวงกลมสีขาว และเกิดเขตปลอดภัยใหม่ เวลาปลอดภัยจะสั้นลงและความบาดเจ็บในเขตมลพิษจะเพิ่มขึ้น "
8008,เป็นเจ้าของ
8009,ซื้อสัตว์ขี่
8010,อัพเกรดสัตว์ขี่
8011,เขตมลพิษกำลังหดตัว
8012,เขตมลพิษหดตัวเสร็จ
8013,รอดชีวิต
8014,ใช้งานอยู่
8015,เขตมลพิษกำำลังหดตัว
8016,คลังสกิน
8017,โปรฯ
8018,ทั่วไป
8019,เกิดเขตปลอดภัย
8020,เขตปลอดภัยหดตัวเล็กสุดแล้ว
8021,เกิดเขตปลอดภัยใหม่แล้ว
8022,เขตมลพิษเริ่มหดตัว
8023,มนุษย์ชนะ
8024,มอนชนะ
8025,ถูกเลือกแล้ว กรุณารอเกิดใหม่ เกิดใหม่จะกลายเป็นคนป่า ส่วนผู้เล่นที่เหลือรีบหนี
8026,กลายเป็นคนป่า ไปหาคนที่โชคดีเถอะ
8027,จำนวนชีวิตที่ใช้ร่วมกันของทีม
8028,ฮ่าๆๆ ฉันเป็นผู้ชนะ
8029,พยายามต่อไป
8030,การจัดอันดับ
8031,เอาชนะ
8032,อันดับที่
8033,ห้องนี้ไม่อนุญาตให้เข้าร่วมเกมที่เริ่มแล้ว โปรดลองไปห้องอื่น
8034,ล้มลงในนอกเขตปลอดภัย
8035,หีบไอเทมแบบสุ่ม
8036,ล้มลง
8037,การชมอย่างอิสระ
8038,ตามหน้าจอ
8039,สลับได้
8040,ประเภทการชม
8041,ออก
8042,การชม
8043,@selfละลายในพลังงานสูง ...
8044,การห้ามใช้จะไม่มีผลภายใต้โหมดรีเซ็ต
8045,แถบไอเทมเต็มแล้ว
8046,@Null@
8047,@Null@
8200,@Null@
8499,@Null@
8500,@Null@
8501,การตั้งค่าพารามิเตอร์สกิล
8502,สกิลไอเทม
8503,：
8504,แก้ไข
8505,สกิลไอเทมที่เพิ่มใหม่
8506,เลือกสกิลไอเทม
8507,ทั่วไป
8508,สิ่งที่โยน
8509,ประเภท3
8510,ประเภท4
8511,ประเภท5
8512,ตั้งค่าสกิลไอเทม
8520,ประเภทสกิล
8521,คลิกเป้าหมาย
8522,ไม่มีเป้าหมาย
8523,ทริกเกอร์สิ่งที่โยน
8524,ตำแหน่งปุ่ม
8525,ปุ่มซ้าว/กดจอ
8526,ปุ่มขวา/กดจอ
8527,ปุ่มขวา/ปุ่มใช้
8528,โหมดสะสมพลัง
8529,ไม่สะสมพลัง
8530,การสะสมสามารถปล่อยได้กึ่งกลาง
8531,สะสมเต็มจึงปล่อยได้
8532,สะสมเต็มปล่อยโดยอัตโนมัติ
8533,ความเร็วเคลื่อนที่ในการสะสม
8534,CD
8535,ระยะการใช้
8536,ประเภทการใช้
8537,ความทนทาน
8538,ค่าความหิว
8539,กระสุน
8540,ค่าการใช้
8541,กระสุน
8542,ประเภทเป้าหมาย
8543,สิ่งมีชีวิต
8544,บล็อก
8545,ชนิดเป้าหมาย
8546,สิ่งมีชีวิตทั้งหมด
8547,มอน
8548,สัตว์
8549,สัตว์หายาก
8550,สิ่งมีชีวิตในน้ำ
8551,เครื่องมือเคลื่อนที่
8552,ชาวบ้าน
8553,boss
8554,Npc
8555,สิ่งมีชีวิตที่บินได้
8556,บล็อกทั้งหมด
8557,ประเภทไม้
8558,ประเภทหิน
8559,ประเภทดิน
8560,ใบไม้และขนแกะ
8561,เป้าหมายที่แม่นยำ
8562,ทีมเป้าหมาย
8563,ไม่จำกัด
8564,ทีมเดียวกัน
8565,ทีมต่างกัน
8566,เครื่องหมายประเภทพิเศษ
8567,ประเภทของบริเวณ
8568,ความยาวของบริเวณ
8569,ความกว้างของบริเวณ
8570,ความยาวของบริเวณ
8571,ความกว้างของบริเวณ
8572,ความสูงของบริเวณ
8573,ประเภทเอฟเฟ็กต์
8574,ทำลาย
8575,วาง
8576,สับเปลี่ยน
8577,ดรอปหรือไม่
8578,ไม่ดรอป
8579,ดรอป
8580,บล็อก
8581,ประเภทความบาดเจ็บ
8582,ใกล้
8583,ไกล
8584,ระเบิด
8585,เผาไหม้
8586,เป็นพิษ
8587,อลวน
8588,ค่าความบาดเจ็บ
8589,ความรุนแรงตีถอย
8590,ความรุนแรงตีบิน
8591,เรียกหาสิ่งมีชีวิต
8592,จำนวนเรียกหา
8593,ตามหรือไม่
8594,ตาม
8595,ไม่ตาม
8596,ระยะเวลาต่อเนื่อง
8597,สถานะที่เพิ่ม
8598,ระยะเวลาต่อเนื่อง
8599,ความเป็นไปได้
8600,สิ่งที่โยน
8601,เร่งความเร็ว
8602,ประเภทรักษา
8603,เลือด
8604,ค่าความหิว
8605,ความทนหิว
8606,โมโนเมอร์
8607,รังสี
8608,สามมิติ
8609,ค่าออกซิเจน
8610,ค่าการรักษา
8611,เวลาสะสมพลัง
8612,คำอธิบายสกิลไอเทม
8613,เลือกสิ่งที่โยนที่จะยิง:
8614,เลือกเอฟเฟ็กต์:
8615,การตั้งค่าของดรอป
8616,เลือกโหมดสะสมพลัง:
8617,เลือกประเภทสกิล:
8618,เลือกชนิดเป้าหมาย:
8619,เลือกประเภทบริเวณสกิล:
8620,เลือกประเภทการใช้สกิล:
8621,เลือกประเภทความบาดเจ็บ:
8622,ตั้งค่าสิ่งมีชีวิตที่เรียกหาจะช่วยต่อสู้หรือไม่
8623,ตั้งค่าขีดจำกัดของทีมเป้าหมาย:
8624,บล็อกธรรมชาติ
8625,เลือกไอเทม1อัน
8626,"1.สกิลไอเทมจะมีเอฟเฟ็กมากมาย อย่างเช่น ตีบินสิ่งที่เป็นกลุ่มได้
2.ไอเทมธรรมดาเพิ่มสกิลได้แค่1อย่าง สิ่งที่โยนเพิ่มได้10อย่าง
3.มีวิธีใช้เพิ่มเติมอีกมากมายกำลังรอให้คุณค้นพบนะ"
8627,เอฟเฟ็กต์
8628,ใช้
8629,เป้าหมาย
8630,บริเวณ
8631,การใช้
8650,การกระทำต่อบล็อก
8651,กระทำ#c0aaa1a%s#nต่อ#c0aaa1a%s#nที่อยู่บริเวณ
8652,การโจมตี
8653,ให้เป้าหมายได้รับความบาดเจ็บ#c0aaa1a%d#nแต้มและตีบิน
8654,ตีบิน
8655,สามารถตีให้สิ่งมีชีวิตหรือไอเทมฟิสิกส์บินได้
8656,เรียกหาสิ่งมีชีวิต
8657,เรียกหา#c0aaa1a%s#nx#c0aaa1a%d#nต่อสู้เพื่อคุณ#c0aaa1a%d#nวินาที
8658,เพิ่มสถานะ
8659,#c0aaa1a%d%%#n โอกาสให้กับเป้าหมายที่ #c0aaa1a%s#n สภาพต่อไป #c0aaa1a%d#n วินาที
8660,ยิงสิ่งที่โยน
8661,ยิง#c0aaa1a%s#nไปยังเป้าหมาย
8662,รักษา
8663,ฟื้นฟู#c0aaa1a%s#nx#c0aaa1a%d#nให้กับเป้าหมาย
8664,การกระทำต่อบล็อก(ขว้าง)
8665,โจมตี(ขว้าง)
8666,ตีบิน(ขว้าง)
8667,เรียกหาสิ่งมีชีวิต(ขว้าง)
8668,เพิ่มสถานะ(ขว้าง)
8669,รักษา(ขว้าง)
8999,@Null@
9001,สกินเริ่มต้น
9002,การเปิดใช้งานโทเทมจะลบเครื่องหมายเดิม และตั้งเครื่องหมายใหม่ในตำแหน่งปัจจุบัน
9003,ขายดี
9004,คลาสสิก
9005,หลบหนีเขตมลพิษ
9006,โหมดคลาสสิก
9007,โหมดสร้างสรรค์
9008,การตั้งค่า
9009,เหลือ@1วัน
9010,#Lโหลดปลั๊กอินที่ตั้งไว้ล่วงหน้า#n
9011,รหัสผ่านตัวอักษรและตัวเลขสามารถใช้ในการล็อกอิน
9012,รหัสผ่าน
9013,ป้อนตัวอักษร+ตัวเลข
9014,ป้อนรหัสผ่านอีกครั้ง
9015,คำถาม
9016,โปรดเลือกคำถาม
9017,ป้อนตัวอักษรและตัวเลข
9018,คนที่น่าประทับใจที่สุด
9019,อาหารโปรดของคุณ
9020,สัตว์ที่คุณชอบที่สุด
9021,สถานที่ท่องเที่ยวที่อยากไปมากที่สุด
9022,ของขวัญชิ้นแรกของคุณ
9023,เลขนำโชคของคุณ
9024,#Lล็อกอินด้วยรหัสผ่านตัวอักษร#n
9025,#Lล็อกอินด้วยรหัสผ่านตัวอักษร+ตัวเลข#n
9026,คำตอบ
9027,คำถาม
9028,คนที่น่าประทับใจที่สุด
9029,อาหารโปรดของคุณ
9030,สัตว์ที่คุณชอบที่สุด
9031,สถานที่ท่องเที่ยวที่อยากไปมากที่สุด
9032,ของขวัญชิ้นแรกของคุณ
9033,เลขนำโชคของคุณ
9034,ตั้งค่าล้มเหลว โปรดตั้ง 4-6 หลัก(ตัวอักษรและตัวเลข)
9035,เพื่อความปลอดภัย โปรดตั้ง 4-6 หลัก โปรดป้อนใหม่
9048,การชำระเงินทางเว็บ
9049,โปรดคลิกปุ่มด้านบนเพื่อไปที่หน้าเว็บเพื่อชำระเงิน
9050,ขณะนี้ไม่สนับสนุนในการชำระเงิน
9051,@Null@
9052,@Null@
9053,@Null@
9054,@Null@
9055,โหลดปลั๊กอินที่กำหนดเองตามค่าเริ่มต้น
9056,สกินนี้มีการเปลี่ยนแปลงพิเศษดังนี้:
9057,รายการสัตว์ขี่
9058,รายการตัวละคร
9059,มินิคลาวด์
9060,พืช
9061,เครื่องมือ
9062,จิปาถะ
9063,บล็อก
9064,ไม่สามารถวางโทเทมในดาวเปลวไฟได้
9065,สร้างห้อง
9066,การตั้งค่าการชม
9067,เปิดการชม
9068,ห้องทั้งหมด
9069,ห้องผู้เล่น
9070,ห้องทางการ
9071,แมพของผู้สร้าง
9072,สร้างห้อง
9073,ผู้เล่นก่อนหน้า
9074,ผู้เล่นถัดไป
9075,สวิตซ์โหมด
9076,วาง/ทำลายบล็อกได้
9077,วาง/ทำลายบล็อกไม่ได้
9078,กำลังชมดู
9079,คำอวยพร
9080,ประเภทห้อง
9081,เลือกแมพ
9082,การตั้งค่าห้อง
9083,สลับเซิร์ฟเวอร์
9084,แมพยอดฮิต
9085,ขณะนี้ยังไม่มีแมพ
9086,WIFI
9087,Hotspot
9088,ดรอปสมบัติ
9089,ผู้ตัดสิน
9090,ไฟล์แมพเสีย:การตรวจสอบผิดปกติ
9091,ไฟล์แมพเสีย:การแตกไฟล์ผิดปกติ
9092,ไฟล์แมพเสีย:การตรวจสอบเนื้อหาผิดปกติ
9093,ดาวน์โหลดล้มเหลว:ไม่มีไฟล์แมพ
9094,ดาวน์โหลดล้มเหลว:ค้นหาไฟล์แมพไม่เจอ
9095,ภูมิประเทศที่กำหนดเอง
9096,การตั้งค่าภูมิประเทศ
9097,แก้ไขภูมิประเทศ
9098,ธรณีสัณฐาน
9099,ผิวดิน
9100,สิ่งมีชีวิต
9101,แร่
9102,ความสูง
9103,ความสูงสุ่ม
9104,ความสูงโดยเฉลี่ย
9105,ความสูงสูงสุด
9106,ผิวดิน
9107,สิ่งที่เติม
9108,ความหนาสิ่งที่เติม
9109,อัตราการสร้างภูมิประเทศ
9110,ชื่อบล็อก
9111,ช่อง
9112,ภูเขานํ้าแข็ง
9113,แอ่ง
9114,แอ่งป่าไม้ไผ่
9115,แอ่งป่าไม้พีช
9116,ขอบแอ่ง
9117,พืช
9118,สิ่งก่อสร้าง
9119,ไอเทม
9120,การเลือกพืช
9121,ความหนาแน่น
9122,เลือกบล็อก
9123,ห่าง
9124,ปกติ
9125,สัตว์
9126,สัตว์หายาก
9127,สิ่งมีชีวิตที่บินได้
9128,มอน
9129,โปรดเลือกสิ่งมีชีวิตที่จะเพิ่ม
9130,ตัวอย่างขนาดสร้างสิ่งมีชีวิต
9131,ยอดรวมสูงสุดคือ
9132,ตัว
9133,หินแร่
9134,ความสูงที่หินแร่จะปรากฏขึ้น
9135,แร่ที่เพิ่มใหม่
9136,วิธีสับเปลี่ยน
9137,@Null@
9138,สร้างโดยตรง
9139,ไฟล์ของคุณไม่ได้แชร์ตั้งนานแล้ว แชร์เป็นประจำสามารถหลีกเลี่ยงการสูญเสียไฟล์
9140,เริ่มทันที
9141,ไปแชร์
9142,มากที่สุด@1อัน
9143,ความน่าจะปรากฏตัว
9144,จำนวน
9145,ความหนาแน่น
